Search keyword
All time
Account name,Customer ID,Search keyword,Search keyword status,Search keyword status reasons,Search keyword match type,Campaign,Ad group,Currency code,Keyword max CPC,Month,Clicks,Impr.,CTR,Avg. CPC,Avg. CPC (Converted currency),Cost,Cost (Converted currency),Impr. (Abs. Top) %,Impr. (Top) %,Conversions,View-through conv.,Cost / conv.,Cost / conv. (Converted currency),Conv. rate,Avg. CPM (Converted currency),Revenue,Converted currency code
Risk Top Tactical,716-310-8729,5.11 tactical series,Eligible,,Broad match,Search,5.11,MXN,40.00,October 2022,10,39,25.64%,0.40, --,4.04, --,62.07%,93.10%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 tactical series,Eligible,,Broad match,Search,5.11,MXN,40.00,January 2025,10,34,29.41%,1.09, --,10.87, --,40.63%,84.38%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tactical 5.11,Removed,removed,Broad match,Search,5.11,MXN,0,January 2022,10,162,6.17%,1.05, --,10.52, --,16.20%,64.79%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,511 gear,Removed,removed,Broad match,Search,5.11,MXN,0,November 2024,10,126,7.94%,0.45, --,4.50, --,18.18%,54.55%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5 11 tactical,Removed,removed,Broad match,Search,5.11,MXN,0,April 2024,10,42,23.81%,1.95, --,19.46, --,75.00%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,511 tactical series,Removed,removed,Exact match,Search,5.11,MXN,0,October 2020,10,28,35.71%,3.21, --,32.12, --,71.43%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,chaleco tactico,Removed,removed,Broad match,Search,5.11,MXN,0,November 2025,10,158,6.33%,1.30, --,13.04, --,44.12%,88.24%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,camisa 5.11,Removed,removed,Broad match,Search,5.11,MXN,0,December 2025,10,81,12.35%,2.24, --,22.37, --,50.00%,96.15%,6.04,0,3.70, --,60.39%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 usa,Removed,removed,Broad match,Search,5.11,MXN,0,January 2023,10,52,19.23%,2.63, --,26.30, --,38.00%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 usa,Removed,removed,Broad match,Search,5.11,MXN,0,August 2024,10,64,15.63%,6.16, --,61.61, --,27.42%,79.03%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 tactical catalogo,Removed,removed,Broad match,Search,5.11,MXN,0,October 2025,10,133,7.52%,0.65, --,6.54, --,31.71%,78.05%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 tactical mexico,Eligible,,Broad match,Search,5.11,MXN,40.00,October 2023,10,32,31.25%,4.09, --,40.93, --,61.29%,93.55%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 tactical mexico,Eligible,,Broad match,Search,5.11,MXN,40.00,June 2024,10,19,52.63%,4.27, --,42.71, --,57.89%,94.74%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 tactical mexico,Eligible,,Broad match,Search,5.11,MXN,40.00,November 2024,10,33,30.30%,4.06, --,40.64, --,65.52%,89.66%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tiendas 5.11,Removed,removed,Broad match,Search,5.11,MXN,0,April 2022,10,63,15.87%,3.82, --,38.16, --,53.85%,94.87%,3.00,0,12.72, --,30.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,511 tactical series,Removed,removed,Broad match,Search,5.11,MXN,0,September 2023,10,89,11.24%,1.66, --,16.55, --,40.63%,59.38%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,marca 5.11,Removed,removed,Exact match,Search,5.11,MXN,0,November 2020,10,54,18.52%,2.19, --,21.91, --,35.29%,88.24%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,marca 5.11,Eligible,,Broad match,Search,5.11,MXN,40.00,October 2022,10,81,12.35%,1.32, --,13.17, --,54.05%,94.59%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda 5.11 cerca de mi,Removed,removed,Broad match,Search,5.11,MXN,0,November 2025,10,43,23.26%,2.45, --,24.48, --,50.00%,86.36%,1.00,0,24.48, --,10.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,511 oficial,Removed,removed,Broad match,Search,5.11,MXN,0,February 2023,10,29,34.48%,1.43, --,14.30, --,70.37%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,511 oficial,Removed,removed,Broad match,Search,5.11,MXN,0,November 2024,10,110,9.09%,0.64, --,6.44, --,36.67%,74.44%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 tienda en línea,Eligible,,Broad match,Search,5.11,MXN,40.00,February 2026,10,70,14.29%,5.08, --,50.79, --,58.06%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tactico 5.11,Not eligible,ad group removed,Broad match,Ubicaciones,5.11,MXN,15.00,August 2023,10,183,5.46%,2.15, --,21.49, --,33.81%,56.83%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tactico 5.11,Not eligible,ad group removed,Broad match,Ubicaciones,5.11,MXN,15.00,September 2023,10,146,6.85%,2.90, --,29.04, --,50.59%,64.71%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tactico 5.11,Not eligible,ad group removed,Broad match,Ubicaciones,5.11,MXN,15.00,March 2024,10,103,9.71%,3.41, --,34.07, --,45.90%,63.93%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda de ropa tactica,Not eligible,ad group removed,Broad match,Ubicaciones,5.11,MXN,15.00,July 2023,10,131,7.63%,1.88, --,18.83, --,18.64%,57.63%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,productos tacticos mexico,Removed,removed,Broad match,Ubicaciones,CDMX,MXN,0,February 2025,10,42,23.81%,0.20, --,1.99, --,45.45%,72.73%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 tactical mexico,Removed,removed,Broad match,Ubicaciones,CDMX,MXN,0,January 2024,10,116,8.62%,2.30, --,23.03, --,37.21%,67.44%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tiendas 5.11 en cdmx,Removed,removed,Broad match,Ubicaciones,CDMX,MXN,0,January 2022,10,51,19.61%,1.82, --,18.20, --,40.00%,82.22%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda 5.11 merida,Removed,removed,Broad match,Ubicaciones,Merida,MXN,0,July 2021,10,19,52.63%,1.28, --,12.76, --,41.18%,88.24%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,511 merida,Removed,removed,Broad match,Ubicaciones,Merida,MXN,0,August 2022,10,17,58.82%,2.75, --,27.52, --,100.00%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,511 merida,Removed,removed,Broad match,Ubicaciones,Merida,MXN,0,February 2023,10,27,37.04%,1.68, --,16.75, --,85.00%,85.00%,2.00,0,8.38, --,20.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 tuxtla,Eligible,,Phrase match,Ubicaciones,Tuxtla,MXN,40.00,April 2021,10,33,30.30%,1.25, --,12.45, --,63.64%,90.91%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 chetumal,Removed,removed,Broad match,Ubicaciones,Chetumal,MXN,0,June 2022,10,19,52.63%,0.72, --,7.18, --,89.47%,94.74%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 chetumal,Removed,removed,Broad match,Ubicaciones,Chetumal,MXN,0,December 2022,10,11,90.91%,1.06, --,10.55, --,100.00%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 chetumal,Removed,removed,Broad match,Ubicaciones,Chetumal,MXN,0,January 2024,10,20,50.00%,0.53, --,5.34, --,95.00%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 chetumal,Removed,removed,Broad match,Ubicaciones,Chetumal,MXN,0,December 2025,10,18,55.56%,1.16, --,11.64, --,66.67%,83.33%,2.00,0,5.82, --,20.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda 5.11 villahermosa,Removed,removed,Broad match,Ubicaciones,Villahermosa,MXN,0,September 2021,10,23,43.48%,0.61, --,6.10, --,60.87%,82.61%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda 5.11 villahermosa,Removed,removed,Broad match,Ubicaciones,Villahermosa,MXN,0,May 2024,10,11,90.91%,1.00, --,10.00, --,90.91%,100.00%,0.50,0,19.99, --,5.00%, --,621.00,MXN
Risk Top Tactical,716-310-8729,511 villahermosa,Removed,removed,Broad match,Ubicaciones,Villahermosa,MXN,0,February 2024,10,14,71.43%,0.45, --,4.53, --,92.86%,92.86%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 villahermosa,Eligible,,Phrase match,Ubicaciones,Villahermosa,MXN,40.00,May 2024,10,19,52.63%,4.19, --,41.93, --,47.37%,52.63%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 veracruz,Removed,removed,Broad match,Ubicaciones,Veracruz,MXN,0,July 2023,10,17,58.82%,2.26, --,22.59, --,94.12%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda 5.11 veracruz,Removed,removed,Broad match,Ubicaciones,Veracruz,MXN,0,November 2021,10,16,62.50%,1.32, --,13.24, --,86.67%,86.67%,1.00,0,13.24, --,10.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda 5.11 veracruz,Removed,removed,Broad match,Ubicaciones,Veracruz,MXN,0,December 2025,10,20,50.00%,4.21, --,42.12, --,94.44%,100.00%,10.00,0,4.21, --,100.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda 5.11 queretaro,Removed,removed,Broad match,Ubicaciones,Queretaro,MXN,0,June 2024,10,15,66.67%,0.43, --,4.29, --,92.86%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda 5.11 queretaro,Removed,removed,Broad match,Ubicaciones,Queretaro,MXN,0,December 2025,10,25,40.00%,2.80, --,27.98, --,78.95%,100.00%,3.00,0,9.33, --,30.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,511 queretaro,Removed,removed,Broad match,Ubicaciones,Queretaro,MXN,0,August 2022,10,19,52.63%,2.59, --,25.87, --,89.47%,89.47%,4.00,0,6.47, --,40.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 monterrey,Removed,removed,Exact match,Ubicaciones,Monterrey,MXN,0,June 2021,10,32,31.25%,1.52, --,15.19, --,50.00%,90.63%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 tactical monterrey,Eligible,,Phrase match,Ubicaciones,Monterrey,MXN,40.00,February 2026,10,36,27.78%,4.07, --,40.74, --,89.47%,94.74%,1.00,0,40.74, --,10.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,miguel caballero,Removed,removed; campaign paused,Broad match,Miguel Caballero,chaleco blindado,MXN,0,November 2022,10,193,5.18%,0.47, --,4.68, --,14.08%,79.58%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,miguel caballero,Removed,removed; campaign paused,Broad match,Miguel Caballero,chaleco blindado,MXN,0,May 2023,10,174,5.75%,1.28, --,12.83, --,16.08%,83.22%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,chaleco antibalas ejecutivo,Removed,removed; campaign paused,Broad match,Miguel Caballero,chaleco blindado,MXN,0,June 2024,10,74,13.51%,5.71, --,57.09, --,32.00%,84.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,blindaje corporal,Removed,removed; campaign paused,Broad match,Miguel Caballero,chaleco blindado,MXN,0,June 2024,10,171,5.85%,4.90, --,49.01, --,10.34%,82.76%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 tactical puebla,Removed,removed,Broad match,Ubicaciones,Puebla,MXN,0,September 2023,10,28,35.71%,0.72, --,7.16, --,80.00%,90.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 tactical puebla,Removed,removed,Broad match,Ubicaciones,Puebla,MXN,0,June 2024,10,25,40.00%,5.00, --,50.01, --,83.33%,91.67%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 tactical puebla,Removed,removed,Broad match,Ubicaciones,Puebla,MXN,0,January 2025,10,58,17.24%,0.64, --,6.44, --,42.86%,67.35%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,511 puebla,Removed,removed,Broad match,Ubicaciones,Puebla,MXN,0,December 2024,10,61,16.39%,2.58, --,25.77, --,45.45%,72.73%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,511 puebla,Removed,removed,Broad match,Ubicaciones,Puebla,MXN,0,September 2025,10,32,31.25%,1.66, --,16.62, --,83.33%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 toluca,Removed,removed,Broad match,Ubicaciones,Toluca,MXN,0,September 2024,10,13,76.92%,0.73, --,7.26, --,90.91%,90.91%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 toluca,Removed,removed,Broad match,Ubicaciones,Toluca,MXN,0,February 2025,10,16,62.50%,0.41, --,4.05, --,42.86%,50.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda 5.11 metepec,Removed,removed,Broad match,Ubicaciones,Metepec,MXN,0,February 2025,10,25,40.00%,0.83, --,8.33, --,47.83%,56.52%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,american tactical mexico,Removed,removed,Broad match,Search,Risk,MXN,0,June 2025,10,212,4.72%,1.63, --,16.33, --,14.00%,85.33%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,american tactical mexico,Removed,removed,Broad match,Search,Risk,MXN,0,October 2025,10,111,9.01%,2.99, --,29.88, --,18.56%,72.16%,0.10,0,300.11, --,1.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,botas 5.11 coyote,Eligible,,Broad match,Search,Botas 5.11,MXN,40.00,February 2026,10,72,13.89%,2.24, --,22.37, --,59.70%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,botas 5.11 coyote,Eligible,,Broad match,Search,Botas 5.11,MXN,40.00,April 2026,10,67,14.93%,4.45, --,44.46, --,57.38%,96.72%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,ropa 5.11 tactical,Eligible,,Broad match,Search,Ropa 5.11,MXN,40.00,March 2026,10,60,16.67%,3.97, --,39.68, --,62.86%,94.29%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,ropa 5.11 hombre,Eligible,,Broad match,Search,Ropa 5.11,MXN,40.00,February 2026,10,33,30.30%,1.74, --,17.35, --,58.62%,100.00%,1.00,0,17.35, --,10.00%, --,1350.00,MXN
Risk Top Tactical,716-310-8729,511 gear,Removed,removed,Broad match,Search,5.11,MXN,0,November 2023,9,65,13.85%,1.90, --,17.06, --,52.63%,81.58%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,511 gear,Removed,removed,Broad match,Search,5.11,MXN,0,September 2024,9,306,2.94%,1.62, --,14.55, --,17.92%,38.15%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,511 gear,Removed,removed,Broad match,Search,5.11,MXN,0,September 2025,9,145,6.21%,0.19, --,1.72, --,42.86%,71.43%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,511 tactical series,Removed,removed,Exact match,Search,5.11,MXN,0,April 2021,9,57,15.79%,3.22, --,28.94, --,46.15%,92.31%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 outlet,Removed,removed,Broad match,Search,5.11,MXN,0,August 2024,9,39,23.08%,1.44, --,13.00, --,53.85%,76.92%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 outlet,Removed,removed,Broad match,Search,5.11,MXN,0,September 2024,9,25,36.00%,3.24, --,29.17, --,40.91%,95.45%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 outlet,Removed,removed,Broad match,Search,5.11,MXN,0,July 2025,9,44,20.45%,3.97, --,35.69, --,37.04%,77.78%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,511 store,Removed,removed,Broad match,Search,5.11,MXN,0,March 2023,9,35,25.71%,3.87, --,34.84, --,48.15%,92.59%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,511 taclite,Removed,removed,Broad match,Search,5.11,MXN,0,January 2023,9,34,26.47%,0.85, --,7.62, --,61.54%,84.62%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,catalogo 5.11,Removed,removed,Broad match,Search,5.11,MXN,0,December 2021,9,62,14.52%,2.02, --,18.18, --,19.64%,67.86%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,catalogo 5.11,Removed,removed,Broad match,Search,5.11,MXN,0,August 2023,9,59,15.25%,1.22, --,10.98, --,47.27%,70.91%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,catalogo 5.11,Removed,removed,Broad match,Search,5.11,MXN,0,June 2024,9,33,27.27%,1.27, --,11.44, --,50.00%,90.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,catalogo 5.11,Removed,removed,Broad match,Search,5.11,MXN,0,January 2025,9,35,25.71%,1.13, --,10.15, --,44.12%,82.35%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,511 mexico,Removed,removed,Broad match,Search,5.11,MXN,0,April 2022,9,55,16.36%,3.32, --,29.88, --,71.11%,95.56%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,511 mexico,Removed,removed,Exact match,Search,5.11,MXN,0,November 2020,9,22,40.91%,3.35, --,30.18, --,59.09%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 tactical catalogo,Removed,removed,Broad match,Search,5.11,MXN,0,July 2021,9,140,6.43%,2.70, --,24.30, --,27.18%,45.63%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 tactical catalogo,Removed,removed,Broad match,Search,5.11,MXN,0,August 2021,9,118,7.63%,1.80, --,16.19, --,27.94%,69.12%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 tactical mexico,Eligible,,Broad match,Search,5.11,MXN,40.00,June 2021,9,111,8.11%,1.13, --,10.17, --,15.96%,43.62%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 tactical mexico,Eligible,,Broad match,Search,5.11,MXN,40.00,November 2021,9,46,19.57%,2.57, --,23.15, --,37.14%,77.14%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 tactical mexico,Eligible,,Broad match,Search,5.11,MXN,40.00,July 2024,9,21,42.86%,5.26, --,47.32, --,71.43%,95.24%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 tactical mexico,Eligible,,Broad match,Search,5.11,MXN,40.00,August 2024,9,21,42.86%,5.03, --,45.24, --,78.95%,94.74%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 tactical mexico,Eligible,,Broad match,Search,5.11,MXN,40.00,July 2025,9,49,18.37%,7.41, --,66.71, --,92.31%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 tactical mexico,Eligible,,Broad match,Search,5.11,MXN,40.00,March 2026,9,40,22.50%,19.72, --,177.46, --,84.21%,89.47%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,marca 5.11,Eligible,,Broad match,Search,5.11,MXN,40.00,August 2025,9,101,8.91%,2.00, --,17.97, --,27.59%,78.16%,0.01,0,3321.83, --,0.06%, --,0.00,MXN
Risk Top Tactical,716-310-8729,511 ropa,Removed,removed,Broad match,Search,5.11,MXN,0,December 2022,9,48,18.75%,0.67, --,6.02, --,57.58%,90.91%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,511 ropa,Removed,removed,Broad match,Search,5.11,MXN,0,January 2024,9,83,10.84%,1.37, --,12.36, --,41.27%,65.08%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,511 ropa,Removed,removed,Broad match,Search,5.11,MXN,0,March 2025,9,81,11.11%,2.91, --,26.20, --,31.48%,51.85%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,511 ropa,Removed,removed,Broad match,Search,5.11,MXN,0,April 2025,9,87,10.34%,3.20, --,28.81, --,48.65%,64.86%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 pagina oficial,Eligible,,Broad match,Search,5.11,MXN,40.00,August 2024,9,18,50.00%,3.18, --,28.59, --,72.22%,94.44%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 pagina oficial,Eligible,,Broad match,Search,5.11,MXN,40.00,July 2025,9,53,16.98%,5.47, --,49.19, --,73.33%,93.33%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 pagina oficial,Eligible,,Broad match,Search,5.11,MXN,40.00,October 2025,9,18,50.00%,4.34, --,39.06, --,69.23%,100.00%,2.00,0,19.53, --,22.22%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda de ropa tactica 5.11,Removed,removed,Broad match,Search,5.11,MXN,0,August 2023,9,48,18.75%,1.86, --,16.72, --,59.46%,78.38%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda 5.11 cerca de mi,Removed,removed,Broad match,Search,5.11,MXN,0,November 2021,9,32,28.13%,3.91, --,35.23, --,76.67%,96.67%,1.00,0,35.23, --,11.11%, --,0.00,MXN
Risk Top Tactical,716-310-8729,511 oficial,Removed,removed,Broad match,Search,5.11,MXN,0,September 2023,9,38,23.68%,0.60, --,5.36, --,53.13%,84.38%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 tienda en linea,Not eligible,ad group removed,Broad match,Ubicaciones,5.11,MXN,15.00,October 2021,9,65,13.85%,3.44, --,30.92, --,41.51%,73.58%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 tienda en linea,Not eligible,ad group removed,Broad match,Ubicaciones,5.11,MXN,15.00,November 2021,9,46,19.57%,3.75, --,33.71, --,56.10%,75.61%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda 5.11 cdmx,Eligible,,Phrase match,Ubicaciones,CDMX,MXN,40.00,May 2024,9,17,52.94%,1.11, --,9.97, --,75.00%,93.75%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 tactical cdmx,Removed,removed,Broad match,Ubicaciones,CDMX,MXN,0,April 2023,9,90,10.00%,2.85, --,25.61, --,50.00%,69.44%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 tactical cdmx,Removed,removed,Broad match,Ubicaciones,CDMX,MXN,0,September 2025,9,17,52.94%,5.43, --,48.85, --,71.43%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tiendas 5.11 en cdmx,Removed,removed,Broad match,Ubicaciones,CDMX,MXN,0,May 2025,9,52,17.31%,1.35, --,12.11, --,52.17%,86.96%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,511 cdmx,Removed,removed,Broad match,Ubicaciones,CDMX,MXN,0,April 2023,9,72,12.50%,1.10, --,9.94, --,38.24%,60.29%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda 5.11 merida,Removed,removed,Exact match,Ubicaciones,Merida,MXN,0,March 2021,9,13,69.23%,1.94, --,17.43, --,76.92%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda 5.11 merida,Removed,removed,Broad match,Ubicaciones,Merida,MXN,0,March 2024,9,19,47.37%,2.17, --,19.52, --,100.00%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda 5.11 merida,Removed,removed,Broad match,Ubicaciones,Merida,MXN,0,May 2025,9,19,47.37%,0.47, --,4.23, --,90.00%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda 5.11 tuxtla,Removed,removed,Broad match,Ubicaciones,Tuxtla,MXN,0,March 2022,9,21,42.86%,2.03, --,18.28, --,91.67%,100.00%,2.00,0,9.14, --,22.22%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 chetumal,Removed,removed,Broad match,Ubicaciones,Chetumal,MXN,0,February 2023,9,15,60.00%,1.61, --,14.48, --,86.67%,93.33%,1.00,0,14.48, --,11.11%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 chetumal,Eligible,,Phrase match,Ubicaciones,Chetumal,MXN,40.00,January 2026,9,23,39.13%,1.61, --,14.46, --,92.31%,92.31%,6.00,0,2.41, --,66.67%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 chetumal,Eligible,,Phrase match,Ubicaciones,Chetumal,MXN,40.00,April 2026,9,17,52.94%,0.52, --,4.67, --,90.00%,90.00%,2.00,0,2.34, --,22.22%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 villahermosa,Removed,removed,Broad match,Ubicaciones,Villahermosa,MXN,0,May 2024,9,12,75.00%,0.79, --,7.15, --,75.00%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 villahermosa,Removed,removed,Exact match,Ubicaciones,Villahermosa,MXN,0,November 2020,9,13,69.23%,3.17, --,28.51, --,92.31%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
