Search keyword
All time
Account name,Customer ID,Search keyword,Search keyword status,Search keyword status reasons,Search keyword match type,Campaign,Ad group,Currency code,Keyword max CPC,Month,Clicks,Impr.,CTR,Avg. CPC,Avg. CPC (Converted currency),Cost,Cost (Converted currency),Impr. (Abs. Top) %,Impr. (Top) %,Conversions,View-through conv.,Cost / conv.,Cost / conv. (Converted currency),Conv. rate,Avg. CPM (Converted currency),Revenue,Converted currency code
Risk Top Tactical,716-310-8729,511 ropa,Removed,removed,Broad match,Search,5.11,MXN,0,April 2024,12,77,15.58%,1.12, --,13.45, --,43.06%,69.44%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda 5.11 cerca de mi,Removed,removed,Broad match,Search,5.11,MXN,0,January 2024,12,41,29.27%,1.41, --,16.88, --,37.93%,96.55%,2.00,0,8.44, --,16.67%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda 5.11 cerca de mi,Removed,removed,Broad match,Search,5.11,MXN,0,March 2024,12,42,28.57%,1.81, --,21.73, --,70.27%,94.59%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,chaleco tactico 511,Not eligible,ad group removed,Broad match,Ubicaciones,5.11,MXN,15.00,December 2022,12,219,5.48%,1.44, --,17.32, --,51.52%,78.79%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,511 tactical mexico,Not eligible,ad group removed,Broad match,Ubicaciones,5.11,MXN,15.00,November 2023,12,69,17.39%,7.82, --,93.79, --,38.10%,96.83%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda de ropa tactica,Not eligible,ad group removed,Broad match,Ubicaciones,5.11,MXN,15.00,October 2023,12,88,13.64%,1.52, --,18.20, --,5.00%,35.00%,1.00,0,18.20, --,8.33%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda de ropa tactica,Not eligible,ad group removed,Broad match,Ubicaciones,5.11,MXN,15.00,March 2024,12,184,6.52%,3.07, --,36.83, --,13.43%,53.73%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 tienda en linea,Not eligible,ad group removed,Broad match,Ubicaciones,5.11,MXN,15.00,May 2022,12,69,17.39%,1.81, --,21.75, --,58.21%,94.03%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,ropa 5.11 tactical en mexico,Removed,removed,Broad match,Ubicaciones,CDMX,MXN,0,March 2025,12,286,4.20%,1.38, --,16.56, --,31.67%,45.83%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 tactical mexico,Removed,removed,Broad match,Ubicaciones,CDMX,MXN,0,February 2024,12,78,15.38%,1.60, --,19.24, --,41.18%,52.94%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tiendas 5.11 en cdmx,Removed,removed,Broad match,Ubicaciones,CDMX,MXN,0,August 2025,12,66,18.18%,1.35, --,16.21, --,35.14%,86.49%,2.06,0,7.86, --,17.17%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tiendas 5.11 en cdmx,Eligible,,Phrase match,Ubicaciones,CDMX,MXN,40.00,May 2021,12,49,24.49%,2.65, --,31.75, --,26.53%,73.47%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 merida,Removed,removed,Broad match,Ubicaciones,Merida,MXN,0,November 2022,12,22,54.55%,2.09, --,25.10, --,84.21%,94.74%,1.00,0,25.10, --,8.33%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 tuxtla,Removed,removed,Broad match,Ubicaciones,Tuxtla,MXN,0,April 2023,12,42,28.57%,1.77, --,21.18, --,94.74%,94.74%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 tuxtla,Removed,removed,Exact match,Ubicaciones,Tuxtla,MXN,0,November 2020,12,20,60.00%,3.15, --,37.80, --,75.00%,80.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 chetumal,Removed,removed,Broad match,Ubicaciones,Chetumal,MXN,0,April 2023,12,20,60.00%,2.93, --,35.20, --,85.00%,85.00%,1.00,0,35.20, --,8.33%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 chetumal,Removed,removed,Broad match,Ubicaciones,Chetumal,MXN,0,May 2024,12,22,54.55%,0.29, --,3.42, --,100.00%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 chetumal,Removed,removed,Broad match,Ubicaciones,Chetumal,MXN,0,September 2025,12,19,63.16%,0.61, --,7.36, --,92.86%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda 5.11 villahermosa,Removed,removed,Broad match,Ubicaciones,Villahermosa,MXN,0,April 2022,12,13,92.31%,2.16, --,25.87, --,100.00%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda 5.11 villahermosa,Removed,removed,Broad match,Ubicaciones,Villahermosa,MXN,0,October 2023,12,17,70.59%,2.16, --,25.94, --,94.12%,94.12%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda 5.11 villahermosa,Removed,removed,Broad match,Ubicaciones,Villahermosa,MXN,0,May 2025,12,63,19.05%,1.35, --,16.19, --,70.37%,85.19%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda 5.11 villahermosa,Removed,removed,Broad match,Ubicaciones,Villahermosa,MXN,0,August 2025,12,18,66.67%,2.18, --,26.10, --,76.47%,94.12%,1.02,0,25.51, --,8.53%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 veracruz,Removed,removed,Broad match,Ubicaciones,Veracruz,MXN,0,June 2021,12,80,15.00%,0.86, --,10.29, --,24.64%,47.83%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda 5.11 veracruz,Removed,removed,Broad match,Ubicaciones,Veracruz,MXN,0,October 2021,12,33,36.36%,1.70, --,20.39, --,81.82%,87.88%,1.00,0,20.39, --,8.33%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda 5.11 veracruz,Removed,removed,Broad match,Ubicaciones,Veracruz,MXN,0,July 2024,12,19,63.16%,0.51, --,6.17, --,100.00%,100.00%,1.00,0,6.17, --,8.33%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda 5.11 veracruz,Removed,removed,Broad match,Ubicaciones,Veracruz,MXN,0,September 2024,12,19,63.16%,2.65, --,31.83, --,89.47%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda 5.11 veracruz,Removed,removed,Exact match,Ubicaciones,Veracruz,MXN,0,December 2020,12,12,100.00%,1.64, --,19.67, --,91.67%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 queretaro,Removed,removed,Broad match,Ubicaciones,Queretaro,MXN,0,March 2024,12,47,25.53%,0.77, --,9.20, --,84.44%,88.89%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda 5.11 queretaro,Eligible,,Phrase match,Ubicaciones,Queretaro,MXN,40.00,February 2026,12,46,26.09%,2.27, --,27.26, --,59.38%,78.13%,7.00,0,3.89, --,58.33%, --,0.00,MXN
Risk Top Tactical,716-310-8729,511 queretaro,Removed,removed,Broad match,Ubicaciones,Queretaro,MXN,0,March 2025,12,22,54.55%,0.91, --,10.94, --,73.33%,80.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 tactical queretaro,Eligible,,Phrase match,Ubicaciones,Queretaro,MXN,40.00,January 2026,12,31,38.71%,1.84, --,22.10, --,47.37%,94.74%,8.00,0,2.76, --,66.67%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 tactical monterrey,Removed,removed,Broad match,Ubicaciones,Monterrey,MXN,0,January 2024,12,20,60.00%,1.36, --,16.31, --,46.15%,92.31%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,511 monterrey,Removed,removed,Broad match,Ubicaciones,Monterrey,MXN,0,January 2025,12,35,34.29%,1.23, --,14.77, --,47.83%,52.17%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,chalecos antibalas,Removed,removed; campaign paused,Broad match,Miguel Caballero,chaleco blindado,MXN,0,October 2022,12,158,7.59%,1.11, --,13.32, --,3.23%,27.96%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,miguel caballero,Removed,removed; campaign paused,Broad match,Miguel Caballero,chaleco blindado,MXN,0,December 2022,12,162,7.41%,2.29, --,27.46, --,31.86%,84.96%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 tactical puebla,Removed,removed,Broad match,Ubicaciones,Puebla,MXN,0,March 2025,12,53,22.64%,2.11, --,25.36, --,41.18%,67.65%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda 5.11 puebla,Removed,removed,Broad match,Ubicaciones,Puebla,MXN,0,July 2023,12,30,40.00%,1.84, --,22.07, --,80.00%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,511 puebla,Removed,removed,Broad match,Ubicaciones,Puebla,MXN,0,October 2024,12,59,20.34%,0.72, --,8.58, --,28.57%,42.86%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 metepec,Removed,removed,Broad match,Ubicaciones,Metepec,MXN,0,July 2024,12,26,46.15%,0.91, --,10.87, --,58.33%,70.83%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,holster,Not eligible,ad group removed,Broad match,Search,Ghost,MXN,15.00,April 2025,12,174,6.90%,5.58, --,66.92, --,23.53%,64.71%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,mochilas 5.11 tactical,Eligible,,Broad match,Search,Mochilas 5.11,MXN,40.00,January 2026,12,53,22.64%,2.15, --,25.75, --,54.55%,93.94%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,csi tactical,Eligible,,Broad match,Search,CSI Tactical,MXN,40.00,December 2025,12,35,34.29%,3.53, --,42.39, --,87.50%,93.75%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,camisas 5.11,Eligible,,Broad match,Search,Camisas 5.11,MXN,40.00,January 2026,12,46,26.09%,2.05, --,24.62, --,71.11%,97.78%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 tactical series,Eligible,,Broad match,Search,5.11,MXN,40.00,May 2023,11,39,28.21%,1.45, --,16.00, --,57.14%,91.43%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5 11 tactical,Removed,removed,Broad match,Search,5.11,MXN,0,October 2025,11,36,30.56%,6.65, --,73.19, --,51.43%,77.14%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,511 tactical series,Removed,removed,Exact match,Search,5.11,MXN,0,February 2021,11,44,25.00%,3.18, --,35.00, --,50.00%,92.11%,0.00,0,0, --,0.00%, --,6646.97,MXN
Risk Top Tactical,716-310-8729,5.11 usa,Removed,removed,Broad match,Search,5.11,MXN,0,June 2022,11,48,22.92%,3.32, --,36.52, --,77.42%,93.55%,1.00,0,36.52, --,9.09%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 usa,Removed,removed,Broad match,Search,5.11,MXN,0,September 2023,11,95,11.58%,2.99, --,32.84, --,38.24%,94.12%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,catalogo 5.11,Removed,removed,Broad match,Search,5.11,MXN,0,November 2023,11,26,42.31%,1.40, --,15.37, --,69.23%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,catalogo 5.11,Removed,removed,Broad match,Search,5.11,MXN,0,January 2024,11,21,52.38%,0.97, --,10.67, --,57.14%,85.71%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 tactical catalogo,Removed,removed,Broad match,Search,5.11,MXN,0,July 2022,11,82,13.41%,1.23, --,13.55, --,40.58%,76.81%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 tactical catalogo,Removed,removed,Broad match,Search,5.11,MXN,0,October 2022,11,67,16.42%,0.70, --,7.72, --,60.00%,90.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 tactical catalogo,Removed,removed,Broad match,Search,5.11,MXN,0,January 2025,11,61,18.03%,1.68, --,18.53, --,35.00%,83.33%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 tactical catalogo,Removed,removed,Broad match,Search,5.11,MXN,0,May 2025,11,93,11.83%,2.74, --,30.13, --,22.41%,82.76%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 tactical mexico,Eligible,,Broad match,Search,5.11,MXN,40.00,January 2024,11,32,34.38%,2.13, --,23.38, --,38.71%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 tactical mexico,Eligible,,Broad match,Search,5.11,MXN,40.00,October 2024,11,18,61.11%,5.85, --,64.35, --,83.33%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 tactical mexico,Eligible,,Broad match,Search,5.11,MXN,40.00,January 2025,11,18,61.11%,3.79, --,41.74, --,83.33%,94.44%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,marca 5.11,Eligible,,Broad match,Search,5.11,MXN,40.00,June 2021,11,103,10.68%,0.90, --,9.95, --,24.71%,61.18%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,marca 5.11,Eligible,,Broad match,Search,5.11,MXN,40.00,September 2021,11,112,9.82%,0.99, --,10.91, --,23.96%,62.50%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,marca 5.11,Eligible,,Broad match,Search,5.11,MXN,40.00,November 2025,11,73,15.07%,1.95, --,21.48, --,46.27%,82.09%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,511 ropa,Removed,removed,Broad match,Search,5.11,MXN,0,July 2024,11,76,14.47%,1.41, --,15.53, --,47.46%,69.49%,1.00,0,15.53, --,9.09%, --,0.00,MXN
Risk Top Tactical,716-310-8729,511 ropa,Removed,removed,Broad match,Search,5.11,MXN,0,July 2025,11,232,4.74%,2.94, --,32.38, --,25.77%,77.32%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,511 ropa,Removed,removed,Broad match,Search,5.11,MXN,0,October 2025,11,164,6.71%,0.53, --,5.81, --,30.00%,70.00%,1.00,0,5.81, --,9.09%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 pagina oficial,Eligible,,Broad match,Search,5.11,MXN,40.00,January 2025,11,24,45.83%,2.48, --,27.33, --,61.90%,85.71%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda 5.11 en linea,Removed,removed,Broad match,Search,5.11,MXN,0,May 2025,11,31,35.48%,5.44, --,59.79, --,73.33%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda 5.11 en linea,Removed,removed,Broad match,Search,5.11,MXN,0,June 2025,11,26,42.31%,4.39, --,48.28, --,80.00%,93.33%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,511 oficial,Removed,removed,Broad match,Search,5.11,MXN,0,July 2023,11,75,14.67%,1.40, --,15.38, --,68.00%,90.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,511 oficial,Removed,removed,Broad match,Search,5.11,MXN,0,October 2024,11,98,11.22%,2.02, --,22.19, --,39.74%,57.69%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 tienda en línea,Eligible,,Broad match,Search,5.11,MXN,40.00,April 2026,11,59,18.64%,1.09, --,11.94, --,72.73%,96.97%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,chaleco tactico 511,Not eligible,ad group removed,Broad match,Ubicaciones,5.11,MXN,15.00,December 2021,11,92,11.96%,1.58, --,17.40, --,18.07%,59.04%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda 511,Not eligible,ad group removed,Broad match,Ubicaciones,5.11,MXN,15.00,November 2023,11,73,15.07%,3.79, --,41.72, --,42.86%,98.41%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda de ropa tactica,Not eligible,ad group removed,Broad match,Ubicaciones,5.11,MXN,15.00,February 2024,11,112,9.82%,2.50, --,27.55, --,40.43%,55.32%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda 5.11 en linea,Not eligible,ad group removed,Broad match,Ubicaciones,5.11,MXN,15.00,April 2024,11,23,47.83%,3.08, --,33.85, --,60.87%,95.65%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,ropa 5.11 tactical en mexico,Removed,removed,Broad match,Ubicaciones,CDMX,MXN,0,January 2023,11,89,12.36%,0.97, --,10.70, --,27.78%,55.56%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 tactical mexico,Removed,removed,Broad match,Ubicaciones,CDMX,MXN,0,September 2023,11,226,4.87%,3.93, --,43.26, --,29.70%,46.53%,2.00,0,21.63, --,18.18%, --,1798.00,MXN
Risk Top Tactical,716-310-8729,5.11 tactical cdmx,Removed,removed,Broad match,Ubicaciones,CDMX,MXN,0,December 2025,11,59,18.64%,2.88, --,31.66, --,38.30%,95.74%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tiendas 5.11 en cdmx,Removed,removed,Broad match,Ubicaciones,CDMX,MXN,0,September 2021,11,73,15.07%,3.31, --,36.39, --,56.14%,82.46%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 tuxtla,Removed,removed,Broad match,Ubicaciones,Tuxtla,MXN,0,August 2021,11,47,23.40%,1.30, --,14.34, --,47.83%,82.61%,1.00,0,14.34, --,9.09%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 chetumal,Removed,removed,Broad match,Ubicaciones,Chetumal,MXN,0,October 2024,11,20,55.00%,1.36, --,14.97, --,100.00%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 chetumal,Removed,removed,Broad match,Ubicaciones,Chetumal,MXN,0,March 2025,11,22,50.00%,0.29, --,3.24, --,66.67%,66.67%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 chetumal,Removed,removed,Broad match,Ubicaciones,Chetumal,MXN,0,July 2025,11,18,61.11%,0.89, --,9.82, --,88.89%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 villahermosa,Removed,removed,Broad match,Ubicaciones,Villahermosa,MXN,0,August 2023,11,21,52.38%,5.38, --,59.19, --,95.24%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,511 veracruz,Removed,removed,Broad match,Ubicaciones,Veracruz,MXN,0,November 2024,11,27,40.74%,2.07, --,22.74, --,62.50%,91.67%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,511 veracruz,Removed,removed,Broad match,Ubicaciones,Veracruz,MXN,0,December 2025,11,56,19.64%,0.84, --,9.24, --,66.67%,73.33%,6.00,0,1.54, --,54.55%, --,0.00,MXN
Risk Top Tactical,716-310-8729,511 veracruz,Eligible,,Phrase match,Ubicaciones,Veracruz,MXN,40.00,March 2026,11,105,10.48%,2.68, --,29.53, --,56.00%,92.00%,7.00,0,4.22, --,63.64%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda 5.11 queretaro,Removed,removed,Broad match,Ubicaciones,Queretaro,MXN,0,August 2021,11,49,22.45%,1.21, --,13.33, --,43.48%,71.74%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda 5.11 queretaro,Removed,removed,Broad match,Ubicaciones,Queretaro,MXN,0,November 2023,11,40,27.50%,0.37, --,4.10, --,80.00%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda 5.11 queretaro,Removed,removed,Broad match,Ubicaciones,Queretaro,MXN,0,December 2023,11,26,42.31%,1.01, --,11.14, --,88.46%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda 5.11 queretaro,Eligible,,Phrase match,Ubicaciones,Queretaro,MXN,40.00,January 2026,11,16,68.75%,0.69, --,7.60, --,84.62%,100.00%,4.00,0,1.90, --,36.36%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda 5.11 queretaro,Eligible,,Phrase match,Ubicaciones,Queretaro,MXN,40.00,March 2026,11,47,23.40%,1.76, --,19.39, --,72.41%,79.31%,3.00,0,6.46, --,27.27%, --,0.00,MXN
Risk Top Tactical,716-310-8729,511 queretaro,Removed,removed,Broad match,Ubicaciones,Queretaro,MXN,0,February 2025,11,37,29.73%,0.26, --,2.85, --,62.50%,68.75%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,511 queretaro,Removed,removed,Broad match,Ubicaciones,Queretaro,MXN,0,December 2025,11,61,18.03%,0.68, --,7.50, --,57.14%,78.57%,6.00,0,1.25, --,54.55%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 tactical monterrey,Removed,removed,Broad match,Ubicaciones,Monterrey,MXN,0,March 2024,11,29,37.93%,0.90, --,9.93, --,78.57%,92.86%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 tactical monterrey,Removed,removed,Broad match,Ubicaciones,Monterrey,MXN,0,May 2024,11,24,45.83%,3.30, --,36.34, --,88.89%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 tactical monterrey,Removed,removed,Broad match,Ubicaciones,Monterrey,MXN,0,September 2024,11,33,33.33%,2.51, --,27.56, --,77.78%,96.30%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda 5.11 monterrey,Removed,removed,Broad match,Ubicaciones,Monterrey,MXN,0,June 2025,11,93,11.83%,3.75, --,41.30, --,33.33%,80.00%,1.00,0,41.30, --,9.09%, --,0.00,MXN
Risk Top Tactical,716-310-8729,511 monterrey,Removed,removed,Broad match,Ubicaciones,Monterrey,MXN,0,January 2023,11,46,23.91%,1.29, --,14.18, --,38.46%,69.23%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,511 monterrey,Removed,removed,Broad match,Ubicaciones,Monterrey,MXN,0,March 2025,11,40,27.50%,1.24, --,13.66, --,61.11%,72.22%,1.00,0,13.66, --,9.09%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 monterrey,Eligible,,Phrase match,Ubicaciones,Monterrey,MXN,40.00,May 2024,11,24,45.83%,1.71, --,18.76, --,58.33%,87.50%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,chalecos antibalas,Removed,removed; campaign paused,Broad match,Miguel Caballero,chaleco blindado,MXN,0,May 2023,11,945,1.16%,1.33, --,14.68, --,1.18%,18.93%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,chaleco blindado,Removed,removed; campaign paused,Broad match,Miguel Caballero,chaleco blindado,MXN,0,October 2023,11,49,22.45%,3.00, --,33.01, --,28.21%,56.41%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,miguel caballero,Removed,removed; campaign paused,Broad match,Miguel Caballero,chaleco blindado,MXN,0,August 2022,11,142,7.75%,2.68, --,29.45, --,15.50%,76.74%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,chaleco balístico,Removed,removed; campaign paused,Broad match,Miguel Caballero,chaleco blindado,MXN,0,May 2024,11,300,3.67%,8.10, --,89.08, --,38.84%,67.77%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,chaleco balistico nivel 4,Not eligible,campaign paused,Broad match,Miguel Caballero,chaleco blindado,MXN,15.00,August 2025,11,239,4.60%,11.10, --,122.11, --,55.75%,80.53%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 puebla,Removed,removed,Broad match,Ubicaciones,Puebla,MXN,0,July 2023,11,29,37.93%,2.74, --,30.10, --,55.56%,100.00%,1.00,0,30.10, --,9.09%, --,1590.00,MXN
Risk Top Tactical,716-310-8729,511 puebla,Removed,removed,Broad match,Ubicaciones,Puebla,MXN,0,September 2023,11,52,21.15%,0.92, --,10.17, --,59.62%,63.46%,1.00,0,10.17, --,9.09%, --,0.00,MXN
Risk Top Tactical,716-310-8729,511 puebla,Removed,removed,Broad match,Ubicaciones,Puebla,MXN,0,February 2025,11,88,12.50%,0.46, --,5.09, --,31.58%,42.11%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,511 puebla,Removed,removed,Broad match,Ubicaciones,Puebla,MXN,0,March 2025,11,124,8.87%,0.75, --,8.28, --,22.54%,50.70%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 toluca,Removed,removed,Broad match,Ubicaciones,Toluca,MXN,0,March 2025,11,12,91.67%,1.47, --,16.15, --,91.67%,91.67%,1.00,0,16.15, --,9.09%, --,0.00,MXN
Risk Top Tactical,716-310-8729,risktactical,Eligible,,Broad match,Search,Risk,MXN,15.00,December 2025,11,20,55.00%,3.69, --,40.61, --,94.12%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,american tactical mexico,Removed,removed,Broad match,Search,Risk,MXN,0,September 2025,11,141,7.80%,3.39, --,37.28, --,23.85%,77.98%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,pants 5.11,Eligible,,Broad match,Search,Pantalones 5.11,MXN,40.00,March 2026,11,48,22.92%,5.47, --,60.17, --,73.08%,96.15%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,pantalones 5.11 tactical,Eligible,,Broad match,Search,Pantalones 5.11,MXN,40.00,April 2026,11,63,17.46%,4.55, --,50.00, --,64.10%,97.44%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,botas 5.11 coyote,Eligible,,Broad match,Search,Botas 5.11,MXN,40.00,March 2026,11,109,10.09%,2.75, --,30.20, --,62.50%,95.19%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 tactical series,Eligible,,Broad match,Search,5.11,MXN,40.00,June 2022,10,72,13.89%,0.93, --,9.34, --,54.69%,79.69%,0.00,0,0, --,0.00%, --,0.00,MXN
