Title,Item ID,Clicks,Impr.,Orders,Currency code,Revenue,Cost,Product type (1st level),ROAS,CTR
CAMISA TACTICA 5.11 - ELLIS SHORT SLEEVE SHIRT Elmwood Heather / Large,shopify_mx_6853236293807_45735902216416,0,2,0,MXN,0,0,camisa hombre,0%,0.00%
Camisa táctica 5.11 Adventure Print Desert BDU / S,shopify_mx_8941525303520_50120012595424,1,19,0,MXN,0,0.09,camisa hombre,0%,5.26%
SHORTS 5.11 - MERINA PARA MUJER Turbulence / X-Small,shopify_mx_6956086001839_42800223191264,0,31,0,MXN,0,0,short dama,0%,0.00%
BOTAS TACTICAS 5.11 - ATAC 2.0 6 CST CON CASQUILLO 9 MX,shopify_mx_9059162063072_48097189822688,17,1013,0,MXN,0,18.48,botas,0%,1.68%
PANTALON TACTICO 5.11 - DEFENDER-FLEX JEAN-SLIM Stone Wash Charcoal / 32 / 32,shopify_mx_4422255018036_45773502709984,1,65,0,MXN,0,1.76,jean,0%,1.54%
CAMISA TACTICA 5.11 - V.XI XTU RAPID MANGA LARGA PARA MUJER Storm / L,shopify_mx_8838962118880_47078464225504,1,64,0,MXN,0,1.21,camisa mujer,0%,1.56%
ACCESORIO TACTICO 5.11 - TARJETERO TRACKER 2.0 Black,shopify_mx_8014193328352_43926439854304,15,2204,0,MXN,0,29.34,billetera,0%,0.68%
PANTALON TACTICO 5.11 - COALITION PANT Khaki / 38 / 32,shopify_mx_8225754677472_44644447256800,5,295,0,MXN,0,5.48,pantalones,0%,1.69%
PANTALON TACTICO 5.11 - TACLITE PRO PANTS Storm / 40 / 30,shopify_mx_6945928775_51204066377952,0,0,0,MXN,0,0,pantalones,0%,0.00%
PLAYERA 5.11 - PT-R BRICK PARA MUJER Shadow Green / XL,shopify_mx_8835989668064_47633607327968,0,0,0,MXN,0,0,playera mujer,0%,0.00%
JEAN 5.11 - DEFENDER-FLEX JEAN CORTE RECTO Dark Night Wash / 34 / 30,shopify_mx_10669158087_45782229942496,0,0,0,MXN,0,0,jean,0%,0.00%
SHORT TACTICO 5.11 - VAPORLITE SHORT Tundra / 28,shopify_mx_7819826921696_43331318939872,0,0,0,MXN,0,0,short,0%,0.00%
PANTALON TACTICO 5.11 - STRYKE PANTS W/FLEX-TAC TM Coyote / 32 / 32,shopify_mx_3709626187828_47882538909920,0,0,0,MXN,0,0,pantalones,0%,0.00%
CINTURON TACTICO 5.11- TRAVERSE DOUBLE BUCKLE Black / X-Large,shopify_mx_6959706695_28649263988788,0,0,0,MXN,0,0,cinturón,0%,0.00%
ACCESORIO TACTICO 5.11- 3 PACK PT ANKLE SOCKS Grey Heather / Small,shopify_mx_3780117790772_29141410873396,0,0,0,MXN,0,0,calcetines,0%,0.00%
JEAN 5.11 - BRITTA SKINNY PARA MUJER Light Wash Indigo / 14,shopify_mx_7887584100576_43509185806560,0,0,0,MXN,0,0,pantalones dama,0%,0.00%
ACCESORIO TACTICO 5.11- 3 PACK PT ANKLE SOCKS Grey Heather / Large,shopify_mx_3780117790772_29141410938932,0,0,0,MXN,0,0,calcetines,0%,0.00%
Sujetador 5.11 PT-R Max Effort Racerback – Soporte Medio para Entrenos Ranger Green 2 / XS,shopify_mx_8824951636192_47178660544736,0,0,0,MXN,0,0,playera mujer,0%,0.00%
PANTALON TACTICO 5.11 - MERIDIAN PANT Desert BDU / 36 / 30,shopify_mx_8050611323104_50120073216224,0,0,0,MXN,0,0,pantalones,0%,0.00%
CAMISA TACTICA 5.11 - STRYKE MANGA CORTA Storm / 3X-Large,shopify_mx_422401638437_45736226062560,0,0,0,MXN,0,0,camisa hombre,0%,0.00%
PANTALON TACTICO 5.11 - ICON PARA MUJER Dark Navy / 4,shopify_mx_5296258449568_34681817202848,0,0,0,MXN,0,0,pantalones dama,0%,0.00%
PANTALON TACTICO 5.11 - APEX PANT PARA MUJER Storm / 14,shopify_mx_8272360472800_47059953451232,0,0,0,MXN,0,0,pantalones dama,0%,0.00%
CHAMARRA 5.11 - CARMEN SHIRT JKT,shopify_mx_8990078173408_47785937076448,0,0,0,MXN,0,0,--,0%,0.00%
CHAMARRA TACTICA 5.11 - LOUISE PARA MUJER Pecan Check / X-Small,shopify_mx_7928832753888_45749869773024,0,0,0,MXN,0,0,chamarra dama,0%,0.00%
PANTALON TACTICO 5.11 - STRYKE PARA MUJER Tundra / 6 / Regular,shopify_mx_6931237575_31510587342900,0,0,0,MXN,0,0,pantalones dama,0%,0.00%
Playera Táctica 5.11 Sulli UV Crew Short Sleeve - Protección UPF 50+ Hydro Heather / S,shopify_mx_8856326701280_48770211021024,0,0,0,MXN,0,0,playera hombre,0%,0.00%
CHAMARRA TACTICA 5.11 - DUTY RAIN SHELL Dark Navy / S,shopify_mx_8769707475168_46741841445088,0,0,0,MXN,0,0,chamarra,0%,0.00%
PANTALON TACTICO 5.11 - STRYKE PANTS W/FLEX-TAC TM Burnt / 42 / 32,shopify_mx_3709626187828_47882538713312,0,0,0,MXN,0,0,pantalones,0%,0.00%
PLAYERA DEPORTIVA 5.11 - PT-R CHARGE S/S 2.0 Desert Brush Heather / Large,shopify_mx_8050611650784_45737249538272,0,0,0,MXN,0,0,playera hombre,0%,0.00%
CAMISA TACTICA 5.11 - ELLIS SHORT SLEEVE SHIRT Pacific Navy 2 / 2X-Large,shopify_mx_6853236293807_50119986086112,0,0,0,MXN,0,0,camisa hombre,0%,0.00%
