Title,Item ID,Clicks,Impr.,Orders,Currency code,Revenue,Cost,Product type (1st level),ROAS,CTR
CAMISA TACTICA 5.11 - FREEDOM FLEX MANGA CORTA Burgundy / M,shopify_mx_8683826839776_47293137256672,1,43,0,MXN,0,0.68,camisa hombre,0%,2.33%
Botas tácticas 5.11 ATAC 2.0 8 DK US Coyote / 8 MX,shopify_mx_8860304638176_47201550205152,19,1584,0,MXN,0,20.93,botas,0%,1.20%
GORRA 5.11 - LEGACY SCOUT CAP Coyote,shopify_mx_8014193787104_45751003513056,3,232,0,MXN,0,7.07,gorra,0%,1.29%
POLO TACTICA 5.11 - CLASS A UNIFORM MANGA CORTA PARA MUJER Black / Large,shopify_mx_6743473946799_39970907226287,43,2098,0,MXN,0,105.35,polo dama,0%,2.05%
JEAN 5.11 - DEFENDER-FLEX JEAN CORTE RECTO Dark Night Wash / 32 / 32,shopify_mx_10669158087_45782229909728,1,33,0,MXN,0,0.09,jean,0%,3.03%
PLAYERA TACTICA 5.11 - TROUT ON! TEE Sand Dune / L,shopify_mx_8769660879072_46989375275232,0,68,0,MXN,0,0,playera hombre,0%,0.00%
Pantalón táctico 5.11 Trail Black / 38 / 32,shopify_mx_8878568308960_47331273736416,3,273,0,MXN,0,5.98,pantalones,0%,1.10%
PANTALON TACTICO 5.11 - TACLITE PRO PANTS Stone / 34 / 32,shopify_mx_6945928775_51204065755360,0,9,0,MXN,0,0,pantalones,0%,0.00%
PANTALON TACTICO 5.11 - STRYKE PARA MUJER Khaki / 6 / Regular,shopify_mx_6931237575_28549147271,5,316,0,MXN,0,8.49,pantalones dama,0%,1.58%
CHAMARRA TACTICA 5.11 - PACKABLE JACKET Dark Navy / Medium,shopify_mx_7572696563936_42480181903584,10,507,0,MXN,0,19.87,chamarra,0%,1.97%
CAMISA TACTICA 5.11 - V.XI SIGURD MANGA CORTA Range Red / XL,shopify_mx_8529600807136_45710445478112,1,26,0,MXN,0,0.77,camisa hombre,0%,3.85%
PARCHE TACTICO 5.11 - EAGLES ALE,shopify_mx_8272354377952_44876400230624,0,41,0,MXN,0,0,parche,0%,0.00%
LAPIZ TACTICO 5.11 - KUBATON-K PEN Sandstone,shopify_mx_9045113995488_48048580886752,7,1540,0,MXN,0,13.59,accesorio,0%,0.45%
POLO 5.11 - SULLI UV White / M,shopify_mx_9449023111392_50124888703200,0,14,0,MXN,0,0,polo hombre,0%,0.00%
Gorra 5.11 Neu Vay Camo,shopify_mx_8906763567328_47487398969568,1,726,0,MXN,0,2.73,gorra,0%,0.14%
Playera 5.11 TBL Mission Black / M,shopify_mx_8858103840992_47185545887968,1,180,0,MXN,0,0.34,playera hombre,0%,0.56%
Playera PT-R Grind Crossback Tank 5.11 | Secado Rápido Burgandy Digital Camo / XS,shopify_mx_8857248923872_47178651304160,0,1,0,MXN,0,0,playera mujer,0%,0.00%
PLAYERA TACTICA 5.11 - UTILI-T 3PK MANGA CORTA Black / Small,shopify_mx_7819827020000_43331319136480,0,61,0,MXN,0,0.09,playera hombre,0%,0.00%
PANTALON TACTICO 5.11 - APEX PANT PARA MUJER Storm / 0,shopify_mx_8272360472800_47059953221856,7,1002,0,MXN,0,34.02,pantalones dama,0%,0.70%
PANTALON TACTICO 5.11 - STRYKE PANTS W/FLEX-TAC TM Tundra / 30 / 32,shopify_mx_3709626187828_47882539368672,3,245,0,MXN,0,2.33,pantalones,0%,1.22%
PANTALON TACTICO 5.11 - STRYKE PARA MUJER Black / 2 / Regular,shopify_mx_6931237575_28549147591,0,49,0,MXN,0,0,pantalones dama,0%,0.00%
PANTALON TACTICO 5.11 - DEFENDER-FLEX PANT 2.0 Pacific Navy / 28 / 30,shopify_mx_8557733740768_45781221933280,1,100,0,MXN,0,0.85,pantalones,0%,1.00%
CAMISA TACTICA 5.11 - FREEDOM FLEX MANGA CORTA Storm / M,shopify_mx_8683826839776_47788981879008,8,442,0,MXN,0,10.76,camisa hombre,0%,1.81%
SUDADERA 5.11 - SULLI UV HOOD PARA MUJER Melrose / XL,shopify_mx_8990127096032_48770297299168,0,3,0,MXN,0,0,chamarra dama,0%,0.00%
PANTALON TACTICO 5.11 - STRYKE PANTS W/FLEX-TAC TM Black / 36 / 32,shopify_mx_3709626187828_34516700528800,1,162,0,MXN,0,1.41,pantalones,0%,0.62%
SHORT DEPORTIVO 5.11 - PT-R HAVOC SHORT Pacific Navy Canopy Camo / Large,shopify_mx_8050611781856_50125119389920,0,6,0,MXN,0,0,short,0%,0.00%
CHAMARRA TACTICA 5.11 - JOB SHIRT 1/4 ZIP 2.0 Fire Navy / X-Large,shopify_mx_8097401045216_44172283674848,5,338,0,MXN,0,10.56,chamarra,0%,1.48%
CAMISA TACTICA 5.11 - WYATT PRINT MANGA CORTA Blue Agave Knife / M,shopify_mx_8540633006304_47181675987168,0,86,0,MXN,0,0,camisa hombre,0%,0.00%
Sudadera Stratos 5.11 – Comodidad y Rendimiento en Cada Movimiento Volcanic / XL,shopify_mx_8272351953120_44876396396768,4,159,0,MXN,0,45.15,chamarra,0%,2.52%
CHAMARRA 5.11 - STARLING PRIMALOFT PARA MUJER Night Violet / L,shopify_mx_8272360931552_44876413075680,0,184,0,MXN,0,0.21,chamarra dama,0%,0.00%
CAMISA TACTICA 5.11 - MARKSMAN MANGA CORTA PARA MUJER Desert Sage / Small,shopify_mx_8225754611936_44644446568672,7,138,0,MXN,0,14.26,camisa mujer,0%,5.07%
CHAMARRA TACTICA 5.11 - PT-R CATALYST CON CIERRE PARA MUJER Muted Grape / L,shopify_mx_8272350216416_44876390990048,5,90,0,MXN,0,6.08,chamarra dama,0%,5.56%
GORRA 5.11 - FIVE.11 CAP,shopify_mx_8050611978464_44027706474720,1,525,0,MXN,0,0.72,gorra,0%,0.19%
CHAMARRA 5.11 - STARLING PRIMALOFT PARA MUJER Black / M,shopify_mx_8272360931552_44876412911840,6,210,0,MXN,0,6.46,chamarra dama,0%,2.86%
JEAN 5.11 - DEFENDER-FLEX JEAN CORTE RECTO Stone Wash Indigo / 38 / 30,shopify_mx_10669158087_45773568344288,0,12,0,MXN,0,0.04,jean,0%,0.00%
PLAYERA DEPORTIVA MIGUEL CABALLERO: COOL T-SHIRT XL / MANGA LARGA - CUELLO V,shopify_mx_8657945657568_46157662257376,0,78,0,MXN,0,0,playera hombre,0%,0.00%
PANTALON TACTICO 5.11 - STRYKE PANTS W/FLEX-TAC TM Tundra / 36 / 30,shopify_mx_3709626187828_47882539532512,0,150,0,MXN,0,0,pantalones,0%,0.00%
TENNIS TACTICOS 5.11 - A/T TRAINER Dune / 3 MX,shopify_mx_4489796059188_44170610180320,1,223,0,MXN,0,0.88,calzado,0%,0.45%
HARNESS 5.11 PARA PERRO - MISSIONREADY Sage Green / M,shopify_mx_8947136463072_47618442461408,17,1048,0,MXN,0,61.27,accesorio,0%,1.62%
LEGGING 5.11 - VALKYRIE PARA MUJER Ranger Green / XS,shopify_mx_9448986476768_50124728467680,0,5,0,MXN,0,0,pantalones dama,0%,0.00%
PLAYERA DEPORTIVA 5.11 - NO MERCY PT-R Ranger Green Tropos Camo / Large,shopify_mx_8971535417568_47786141614304,3,273,0,MXN,0,2.81,playera hombre,0%,1.10%
PLAYERA 5.11 - ALL HOGS HEAVEN PARA MUJER X-Small,shopify_mx_8050611126496_44027700805856,0,0,0,MXN,0,0,playera mujer,0%,0.00%
PANTALON TACTICO 5.11 - FAST-TAC URBAN PANTS Battle Brown / 34 / 30,shopify_mx_9467052039_36658153128096,0,0,0,MXN,0,0,pantalones,0%,0.00%
CAMISA TACTICA 5.11 - STRYKE MANGA LARGA Black / 3X-Large,shopify_mx_10184779975_43331051946208,0,0,0,MXN,0,0,camisa hombre,0%,0.00%
CAMISA TACTICA 5.11 - STRYKE MANGA CORTA Black / Small,shopify_mx_422401638437_28649301934132,0,0,0,MXN,0,0,camisa hombre,0%,0.00%
CHAMARRA TACTICA 5.11 - WATCH JACKET Volcanic Camo / Medium,shopify_mx_7928833081568_45702518341856,0,0,0,MXN,0,0,chamarra,0%,0.00%
PANTALON TACTICO 5.11 - TACLITE PRO PANTS TDU Khaki / 40 / 32,shopify_mx_6945928775_28978559047,0,0,0,MXN,0,0,pantalones,0%,0.00%
CHAMARRA TACTICA 5.11 - LOUISE PARA MUJER Ox Blood Plaid / X-Small,shopify_mx_7928832753888_43654530564320,0,0,0,MXN,0,0,chamarra dama,0%,0.00%
TENNIS TACTICOS 5.11 - A/T TRAINER Dark Coyote / 7 MX,shopify_mx_4489796059188_31751127072820,0,0,0,MXN,0,0,calzado,0%,0.00%
PANTALON TACTICO 5.11 - STRYKE PANTS W/FLEX-TAC TM Dark Navy / 40 / 32,shopify_mx_3709626187828_47882538123488,0,0,0,MXN,0,0,pantalones,0%,0.00%
SHORT TACTICO 5.11 - STRYKE SHORT Dark Navy / 30,shopify_mx_10182098503_41856612039,0,0,0,MXN,0,0,short,0%,0.00%
PLAYERA 5.11 - TROPOS BASELAYER Black / L,shopify_mx_9018759872736_47879473332448,0,0,0,MXN,0,0,playera,0%,0.00%
GORRA TACTICA 5.11 - VENT-TAC HAT Kangaroo / M/L,shopify_mx_8066102821088_44075265392864,0,0,0,MXN,0,0,gorra,0%,0.00%
CHAMARRA TACTICA 5.11 - PRESTON JACKET Black / Large,shopify_mx_7819824627936_43331329720544,0,0,0,MXN,0,0,chamarra,0%,0.00%
PANTALON TACTICO 5.11 - FAST-TAC URBAN PANTS Battle Brown / 44 / 32,shopify_mx_9467052039_45772954599648,0,0,0,MXN,0,0,pantalones,0%,0.00%
CAMISA TACTICA 5.11 - CELIA PARA MUJER Flint / Medium,shopify_mx_7736509530336_43045223530720,0,0,0,MXN,0,0,camisa mujer,0%,0.00%
JEAN 5.11 - DEFENDER-FLEX PARA MUJER Pacific Indigo / 4 / Regular,shopify_mx_1119775621172_13774933327924,0,0,0,MXN,0,0,pantalones dama,0%,0.00%
CAMISA TACTICA 5.11 - V.XI SIGURD MANGA LARGA Ranger Green / M,shopify_mx_8540609708256_45735768195296,0,0,0,MXN,0,0,camisa hombre,0%,0.00%
CAMISA TACTICA 5.11 - MARKSMAN MANGA LARGA Overcast Grey / Small,shopify_mx_6037800812719_45736794390752,0,0,0,MXN,0,0,camisa hombre,0%,0.00%
CAMISA TACTICA 5.11 - TACLITE PRO MANGA CORTA Dark Navy / 2X-Large,shopify_mx_7655389790432_43331049554144,0,0,0,MXN,0,0,camisa hombre,0%,0.00%
PLAYERA DEPORTIVA 5.11 - CHELSEA TANK PARA MUJER Sea Glass / S,shopify_mx_8685061767392_46285434454240,0,0,0,MXN,0,0,playera mujer,0%,0.00%
PANTALON TACTICO 5.11 - SPIRE PARA MUJER Black / 0,shopify_mx_8050611028192_45688803492064,0,0,0,MXN,0,0,pantalones dama,0%,0.00%
PANTALON TACTICO 5.11 - MERIDIAN PANT Badlands Tan / 30 / 30,shopify_mx_8050611323104_44027702739168,0,0,0,MXN,0,0,pantalones,0%,0.00%
PANTALON TACTICO 5.11 - STRYKE PANTS W/FLEX-TAC TM Battle Brown / 28 / 30,shopify_mx_3709626187828_34516700758176,0,0,0,MXN,0,0,pantalones,0%,0.00%
CALCETINES 5.11 - SOCK AND AWE CREW XMAS Medium,shopify_mx_7919750480096_43624540504288,0,0,0,MXN,0,0,calcetines,0%,0.00%
PANTALON TACTICO 5.11 - MERIDIAN PANT Desert BDU / 38 / 32,shopify_mx_8050611323104_50120073314528,0,0,0,MXN,0,0,pantalones,0%,0.00%
PANTALON TACTICO 5.11 - TACLITE PRO PANTS Coyote / 34 / 34,shopify_mx_6945928775_45743544828128,0,0,0,MXN,0,0,pantalones,0%,0.00%
PANTALON TACTICO 5.11 - DEFENDER-FLEX PRESTIGE Kangaroo / 38 / 30,shopify_mx_4422287884340_31769143738420,0,0,0,MXN,0,0,pantalones,0%,0.00%
CAMISA TACTICA 5.11 - IGOR SOLID MANGA LARGA Turbulence / Large,shopify_mx_7819824955616_43331310420192,0,0,0,MXN,0,0,camisa hombre,0%,0.00%
PANTALON TACTICO 5.11 - FAST-TAC TDU PANT Black / 36 / 32,shopify_mx_8554258727136_45773005750496,0,0,0,MXN,0,0,pantalones,0%,0.00%
SHORT TACTICO 5.11 - ABR SHORT Kangaroo / 36,shopify_mx_7819838718176_43331341943008,0,0,0,MXN,0,0,short,0%,0.00%
PANTALON TACTICO 5.11 - FAST-TAC CARGO PANTS Charcoal / 36 / 32,shopify_mx_10664622727_47433077686496,0,0,0,MXN,0,0,pantalones,0%,0.00%
PANTALON DEPORTIVO 5.11 - PT-R MAX EFFORT TIGHT PARA MUJER Shadow Jungle Canopy Camo / S,shopify_mx_8272360866016_45750963798240,0,0,0,MXN,0,0,pantalones dama,0%,0.00%
CAMISA TACTICA 5.11 - IGOR SOLID MANGA LARGA Black / Medium,shopify_mx_7819824955616_43654535217376,0,0,0,MXN,0,0,camisa hombre,0%,0.00%
Sudadera Stratos 5.11 – Comodidad y Rendimiento en Cada Movimiento Volcanic / M,shopify_mx_8272351953120_44876396331232,2,132,0,MXN,0,6.67,chamarra,0%,1.52%
PANTALON TACTICO 5.11 - TACLITE PRO PANTS Dark Navy / 40 / 30,shopify_mx_6945928775_29065022727,0,24,0,MXN,0,0,pantalones,0%,0.00%
PARCHE TACTICO 5.11 - SEGWAY TRIKE,shopify_mx_7819739201760_43330996207840,0,66,0,MXN,0,0,parche,0%,0.00%
Sudadera Punctarn 5.11 – Estilo Táctico y Confort en Cada Uso Trekking Green / XL,shopify_mx_8769780678880_46742068003040,1,82,0,MXN,0,0.93,chamarra,0%,1.22%
SHORT DEPORTIVO 5.11 - PT-R HAVOC PRO SHORT Black / Large,shopify_mx_8050611814624_44027706081504,8,697,0,MXN,0,11.22,short,0%,1.15%
PANTALON TACTICO 5.11 - STRYKE PANTS W/FLEX-TAC TM Coyote / 40 / 30,shopify_mx_3709626187828_47882539139296,4,122,0,MXN,0,4.04,pantalones,0%,3.28%
POUCH TACTICO 5.11 - FLEX SGL PISTOL MAG POUCH Ranger Green,shopify_mx_7819834360032_43331335094496,0,226,0,MXN,0,0,pouch,0%,0.00%
CAMISA 5.11 - JIMMY TEJIDA Icelandic / L,shopify_mx_9327735603424_49386912743648,0,10,0,MXN,0,0,camisa hombre,0%,0.00%
PANTALON TACTICO 5.11 - FAST-TAC URBAN PANTS Black / 28 / 30,shopify_mx_9467052039_36658152046752,21,2230,0,MXN,0,68.1,pantalones,0%,0.94%
CHAMARRA DEPORTIVA 5.11 - PT-R ARRIVE FZ HOODIE Volcanic / S,shopify_mx_8835995107552_47072574636256,0,346,0,MXN,0,0,chamarra,0%,0.00%
Pantalón 5.11 Apex Softshell – Resistente al Clima y Cómodo Dark Navy / 36 / 32,shopify_mx_8825107382496_47000987697376,2,51,0,MXN,0,1.41,pantalones,0%,3.92%
Bolsa 5.11 Covrt Pistol Black,shopify_mx_8840916205792_47095947231456,44,6272,0,MXN,0,144.38,bolsa,0%,0.70%
SHORT DEPORTIVO 5.11 - PT-R HAVOC SHORT Tiger Camo / Medium,shopify_mx_8050611781856_47635972522208,1,90,0,MXN,0,0.51,short,0%,1.11%
PANTALON TACTICO 5.11 - ICON PANTS Flint / 36 / 30,shopify_mx_4422554419252_31510386343988,2,38,0,MXN,0,2.68,pantalones,0%,5.26%
CAMISA TACTICA 5.11 - LESTER MANGA LARGA Dark Earth Plaid / M,shopify_mx_8272351297760_44876393939168,0,18,0,MXN,0,0,camisa hombre,0%,0.00%
CAMISA TACTICA 5.11 - WYATT MANGA CORTA Storm / Medium,shopify_mx_8050611192032_47181666681056,28,1951,0,MXN,0,95.18,camisa hombre,0%,1.44%
PLAYERA TACTICA 5.11 - SCOPE S/S TEE Pacific Navy / XL,shopify_mx_8540925755616_45737168404704,0,110,0,MXN,0,0,playera hombre,0%,0.00%
PANTALON TACTICO 5.11 - SPIRE TIRO ALTO PARA MUJER Dark Navy / 4,shopify_mx_9449074819296_50125098582240,0,8,0,MXN,0,0,pantalones dama,0%,0.00%
Mochila táctica 5.11 Skyweight 36L Major Brown / S/M,shopify_mx_8859578728672_47198541775072,7,1067,0,MXN,0,43.18,mochila,0%,0.66%
BOLSA 5.11 - SELECT CARRY PISTOL POUCH,shopify_mx_9196389236960_48763919859936,53,1552,0,MXN,0,54.3,bolsa,0%,3.41%
CALCETINES 5.11 - FREEDOM FRIES SOCK Old Gold / M,shopify_mx_8272352444640_44876397969632,1,153,0,MXN,0,0.45,calcetines,0%,0.65%
"Camisa 5.11 Brianna – Estilo, Comodidad y Funcionalidad Todo en Uno Pecan / S",shopify_mx_8824992923872_47000653988064,0,73,0,MXN,0,0,camisa mujer,0%,0.00%
CHAMARRA TACTICA 5.11 - LOUISE PARA MUJER Ox Blood Plaid / Small,shopify_mx_7928832753888_43654530597088,0,58,0,MXN,0,0,chamarra dama,0%,0.00%
"CINTURON TACTICO 5.11 - TDU 1.5"" INCH BELT Ranger Green / X-Large",shopify_mx_8050609750240_44027692744928,0,214,0,MXN,0,0,cinturón,0%,0.00%
CINTURON 5.11 - NONSLIP OUTER BELT M,shopify_mx_9196329795808_48763815690464,0,148,0,MXN,0,0,cinturón,0%,0.00%
Playera Táctica 5.11 Sulli UV Crew Short Sleeve - Protección UPF 50+ Covert Green Heather / XL,shopify_mx_8856326701280_47174230966496,0,17,0,MXN,0,0,playera hombre,0%,0.00%
PLAYERA DEPORTIVA 5.11 - PT-R INTERVAL TEE Burgandy Digital Camo / M,shopify_mx_8547119988960_47178678173920,0,2,0,MXN,0,0,playera mujer,0%,0.00%
PARCHE 5.11 - CHROME EAGLE,shopify_mx_9065185738976_48119040213216,0,121,0,MXN,0,0,parche,0%,0.00%
PANTALON TACTICO 5.11 - RIDGE PANT Tank Green/Ranger Green / 38 / 32,shopify_mx_6956242174127_50120065056992,0,2,0,MXN,0,0,pantalones,0%,0.00%
CHAMARRA TÁCTICA 5.11 - STRATOS 1/4 ZIP Coyote / X-Large,shopify_mx_7739012514016_43508923760864,2,77,0,MXN,0,1.91,chamarra,0%,2.60%
JEAN 5.11 - DEFENDER-FLEX JEAN CORTE REGULAR Dark Wash Indigo / 28 / 32,shopify_mx_8691573293280_46315323523296,3,210,0,MXN,0,4.75,jean,0%,1.43%
BOTAS TACTICAS 5.11 - A/T MID 2.0 WORK BOOT CON CASQUILLO Black / 6 MX,shopify_mx_8989935403232_47785511747808,6,468,0,MXN,0,5.93,botas,0%,1.28%
TENNIS TACTICOS 5.11 - TACTICAL A/T MID BOOT Umber Brown / 5 MX,shopify_mx_7640049516768_44170635837664,3,322,0,MXN,0,0.82,calzado,0%,0.93%
PLAYERA 5.11 - WOODLAND MOTO LG PARA MUJER S,shopify_mx_8972014125280_47720710439136,0,24,0,MXN,0,0,playera mujer,0%,0.00%
BOLSA 5.11 - SKYWEIGHT OTG CROSSBODY Volcanic,shopify_mx_9447787954400_50120974729440,4,533,0,MXN,0,4.11,bolsa,0%,0.75%
POLO TACTICA 5.11 - PERFORMANCE MANGA CORTA Storm / XL,shopify_mx_4429060112436_48122157105376,0,43,0,MXN,0,0,polo hombre,0%,0.00%
CHAMARRA TACTICA 5.11 - THERMAL INSULATOR Black / Small,shopify_mx_8014192640224_43926438183136,4,471,0,MXN,0,8.22,chamarra,0%,0.85%
PANTALON TACTICO 5.11 - EDGE CHINO PANT Lunar / 28 / 32,shopify_mx_1500359589940_47596653150432,4,187,0,MXN,0,5.63,pantalones,0%,2.14%
Playera 5.11 Camo Crest Covert Green / L,shopify_mx_8858102038752_47185519116512,0,43,0,MXN,0,0,playera hombre,0%,0.00%
BILLETERA 5.11 - TRACKER BIFOLD 2.0,shopify_mx_8739325280480_46572014764256,20,1442,0,MXN,0,35.66,billetera,0%,1.39%
Pantalón táctico 5.11 Trail Black / 32 / 30,shopify_mx_8878568308960_47331273507040,0,0,0,MXN,0,0,pantalones,0%,0.00%
PANTALON TACTICO 5.11 - STRYKE PANTS W/FLEX-TAC TM Coyote / 32 / 30,shopify_mx_3709626187828_47882538877152,0,0,0,MXN,0,0,pantalones,0%,0.00%
PANTALON TACTICO 5.11 - DEFENDER-FLEX PANTS Burnt / 32 / 32,shopify_mx_1119780798516_31454762041396,0,0,0,MXN,0,0,pantalones,0%,0.00%
SHORT TACTICO 5.11 - STRYKE SHORT TDU Green / 28,shopify_mx_10182098503_41856611399,0,0,0,MXN,0,0,short,0%,0.00%
PANTALON TACTICO 5.11 - APEX PANTS Volcanic / 36 / 30,shopify_mx_6800174343_48069432049888,0,0,0,MXN,0,0,pantalones,0%,0.00%
PANTALON TACTICO 5.11 - STRYKE PANTS W/FLEX-TAC TM Storm / 28 / 30,shopify_mx_3709626187828_48396564693216,0,0,0,MXN,0,0,pantalones,0%,0.00%
PLAYERA TACTICA 5.11 - OFFROAD DREAMING White / Medium,shopify_mx_8225754153184_44644442734816,0,0,0,MXN,0,0,playera hombre,0%,0.00%
PANTALON TACTICO 5.11 - SPIRE PARA MUJER Kangaroo / 4,shopify_mx_8050611028192_45688803623136,0,0,0,MXN,0,0,pantalones dama,0%,0.00%
PLAYERA DEPORTIVA 5.11 - PT-R CHARGE S/S 2.0 Sage Green Heather / Small,shopify_mx_8050611650784_44027705000160,0,0,0,MXN,0,0,playera hombre,0%,0.00%
PANTALON DEPORTIVO 5.11 - PT-R MAX EFFORT TIGHT PARA MUJER Peppercorn / L,shopify_mx_8272360866016_45750963994848,0,0,0,MXN,0,0,pantalones dama,0%,0.00%
PANTALON TACTICO 5.11 - DEFENDER-FLEX PANTS Burnt / 30 / 30,shopify_mx_1119780798516_42365908156640,0,0,0,MXN,0,0,pantalones,0%,0.00%
POLO TACTICA 5.11 - PERFOMANCE POLO PARA MUJER White / Small,shopify_mx_7820255985888_43331713368288,0,0,0,MXN,0,0,polo dama,0%,0.00%
PANTALON TACTICO 5.11 - ICON PANTS Kangaroo / 28 / 30,shopify_mx_4422554419252_31524187635764,0,0,0,MXN,0,0,pantalones,0%,0.00%
POLO TACTICA 5.11 - PARAMOUNT CREST Ranger Green / XL,shopify_mx_8537895993568_47174289785056,0,0,0,MXN,0,0,polo hombre,0%,0.00%
PANTALON TACTICO 5.11 - TACLITE PRO PANTS TDU Green / 28 / 30,shopify_mx_6945928775_51204066902240,0,0,0,MXN,0,0,pantalones,0%,0.00%
CAMISA TACTICA 5.11 - WYATT PRINT MANGA CORTA Sand Dune Canopy / XL,shopify_mx_8540633006304_45735983972576,0,0,0,MXN,0,0,camisa hombre,0%,0.00%
CHAMARRA DEPORTIVA 5.11 - PT-R EMILY FULL ZIP Ranger Green Camo / L,shopify_mx_8547024240864_48403675676896,0,0,0,MXN,0,0,chamarra dama,0%,0.00%
PANTALON TACTICO 5.11 - FAST-TAC URBAN PANTS Dark Navy / 38 / 30,shopify_mx_9467052039_36658153717920,0,0,0,MXN,0,0,pantalones,0%,0.00%
CAMISA TACTICA 5.11 - CELIA PARA MUJER Flint / Large,shopify_mx_7736509530336_43045223563488,0,0,0,MXN,0,0,camisa mujer,0%,0.00%
CINTURON TACTICO 5.11 - MAVERICK ASSAULTERS BELT Black / 2X-Large,shopify_mx_9534452487_43245895319776,13,665,0,MXN,0,21.17,cinturón,0%,1.95%
PANTALON TACTICO 5.11 - TACLITE PRO PANTS TDU Khaki / 34 / 32,shopify_mx_6945928775_28978558727,19,1183,0,MXN,0,79.46,pantalones,0%,1.61%
CHALECO REVERSIBLE 5.11 - CHIMERA Brown Duck / S,shopify_mx_9199861432544_48769979056352,0,30,0,MXN,0,0,chaleco,0%,0.00%
SHORT TACTICO 5.11 - DREDGER 7IN Mortar Heather / 34,shopify_mx_8543300976864_45743262957792,0,12,0,MXN,0,0,short,0%,0.00%
PANTALON TACTICO 5.11 - STRYKE PANTS W/FLEX-TAC TM Burnt / 34 / 30,shopify_mx_3709626187828_47882538418400,6,160,0,MXN,0,5.86,pantalones,0%,3.75%
PARCHE 5.11 - NIGHT RAPPEL,shopify_mx_9065232204000_48119177576672,0,579,0,MXN,0,0.02,parche,0%,0.00%
TENNIS TACTICOS 5.11 - A/T TRAINER Black / 6 MX,shopify_mx_4489796059188_31751126745140,9,732,0,MXN,0,17.17,calzado,0%,1.23%
PLAYERA DEPORTIVA 5.11 - PT-R CHARGE S/S 2.0 Black / Small,shopify_mx_8050611650784_44027704770784,0,3,0,MXN,0,0,playera hombre,0%,0.00%
SHORTS 5.11 - NELL PARA MUJER Khaki / 0,shopify_mx_7819831771360_43331331227872,0,39,0,MXN,0,0,short dama,0%,0.00%
POLO TACTICA 5.11 - PARAMOUNT CREST Silver Birch / XL,shopify_mx_8537895993568_45730492711136,1,31,0,MXN,0,1.1,polo hombre,0%,3.23%
CAMISA TACTICA 5.11 - MARKSMAN MANGA LARGA Sand / X-Large,shopify_mx_6037800812719_43331035693280,2,166,0,MXN,0,6.14,camisa hombre,0%,1.20%
PANTALON TACTICO 5.11 - APEX PANTS Black / 38 / 32,shopify_mx_6800174343_45745295524064,2,199,0,MXN,0,3.23,pantalones,0%,1.01%
PANTALON TACTICO 5.11 - MERIDIAN PANT Kangaroo / 36 / 30,shopify_mx_8050611323104_44027702345952,11,883,0,MXN,0,26.89,pantalones,0%,1.25%
SHORT TACTICO 5.11 - DART SHORT Pacific Navy / 30,shopify_mx_6956138528943_45737432285408,0,1,0,MXN,0,0,short,0%,0.00%
CAMISA TACTICA 5.11 - WYATT MANGA CORTA Tank Green / Large,shopify_mx_8050611192032_47785560998112,7,930,0,MXN,0,7.73,camisa hombre,0%,0.75%
MOCHILA TACTICA 5.11 - RUSH 24 2.0 Moonlight,shopify_mx_6321127653551_48403655721184,21,988,0,MXN,0,32.9,mochila,0%,2.13%
PANTALON TACTICO 5.11 - SPIRE PARA MUJER Dark Navy / 4,shopify_mx_8050611028192_44027700248800,1,25,0,MXN,0,12.42,pantalones dama,0%,4.00%
POLO TACTICA 5.11 - PERFORMANCE MANGA CORTA White / XL,shopify_mx_4429060112436_48122156974304,3,55,0,MXN,0,3.88,polo hombre,0%,5.45%
ACCESORIO TACTICO 5.11- 3 PACK PT ANKLE SOCKS White / Small,shopify_mx_3780117790772_29141410775092,0,49,0,MXN,0,0,calcetines,0%,0.00%
PLAYERA 5.11 - CALACUERNO TEE M,shopify_mx_8781498876128_46774004383968,2,407,0,MXN,0,1.87,playera hombre,0%,0.49%
"CINTURON TACTICO 5.11 - TDU 1.75"" INCH BELT Ranger Green / S",shopify_mx_8050610077920_44027694153952,0,225,0,MXN,0,0,cinturón,0%,0.00%
PLAYERA TACTICA 5.11 - SCOPE S/S TEE Black / L,shopify_mx_8540925755616_45737168240864,14,904,0,MXN,0,20.52,playera hombre,0%,1.55%
CAMISA 5.11 - OSCAR MANGA CORTA Desert Tiger Camo / M,shopify_mx_8951268671712_47636040024288,3,151,0,MXN,0,6.37,camisa hombre,0%,1.99%
CAMISA TACTICA 5.11 - STRYKE MANGA LARGA PARA MUJER Khaki / Medium,shopify_mx_7819824431328_43331309011168,5,617,0,MXN,0,9.44,camisa mujer,0%,0.81%
CAMISA TACTICA 5.11 - IGOR SOLID MANGA LARGA Legion Blue / Medium,shopify_mx_7819824955616_44020406517984,1,61,0,MXN,0,6.82,camisa hombre,0%,1.64%
PANTALON TACTICO 5.11 - APEX PANTS Storm / 32 / 30,shopify_mx_6800174343_48069432836320,5,120,0,MXN,0,13.75,pantalones,0%,4.17%
GUANTES TACTICOS 5.11 - HARD TIMES 2 Ranger Green / L,shopify_mx_8685065404640_46285505298656,5,329,0,MXN,0,44.35,guantes,0%,1.52%
PLAYERA DEPORTIVA 5.11 - NO MERCY PT-R Ranger Green Tropos Camo / X-Large,shopify_mx_8971535417568_47786141647072,1,111,0,MXN,0,1.41,playera hombre,0%,0.90%
